id,title,description,availability,availability_date,expiration_date,link,mobile_link,image_link,price,sale_price,sale_price_effective_date,identifier_exists,gtin,mpn,brand,product_highlight,product_detail,additional_image_link,condition,adult,color,size,size_type,size_system,gender,material,pattern,age_group,multipack,is bundle,unit_pricing_measure,unit_pricing_base_measure,energy_efficiency_class,min_energy_efficiency_class,max_energy_efficiency,item_group_id,video_link,virtual_model_link,cost_of_goods_sold
female-samurai-miniature-dual-katana-warrior-resin-figure-unpainted,Female Samurai Miniature,"Strike from the shadows with this Female Samurai miniature, a graceful yet deadly warrior armed with dual katanas and an unmistakable presence. Blending elegance and lethality, this sculpt captures a poised fighter ready for action—perfect for tabletop RPGs, painting projects, or display. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureHighly detailed female samurai/ronin design Dual katana swords with dynamic posing Flowing garments and layered textures for advanced painting Wide-brim hat and asymmetrical outfit for a unique silhouette Ideal for DnD, Pathfinder, and other tabletop RPGs 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes32mm (standard tabletop scale) 40mm 75mm (display scale) 150mm (statue size) Custom sizes are available upon request—please send a message for pricing and availability. 🎨 Perfect for PaintersThis miniature offers a fantastic mix of smooth surfaces and fine detail—from flowing cloth to weapon finishes—making it ideal for both subtle shading and high-contrast styles. 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: Dungeon Master Shop Promotional Images: Provided by Dungeon Master Shop 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/female-samurai-miniature-dual-katana-warrior-resin-figure-unpainted,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/female-samurai-miniature-dual-katana-warrior-resin-figure-unpainted/1781321247608-720X720-Samurai_Humana__F__-_Com_Logo.png,10.99 USD,,,no,,female-samurai-miniature-dual-katana-warrior-resin-figure-unpainted,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/female-samurai-miniature-dual-katana-warrior-resin-figure-unpainted/1781321250297-720X720-Samurai_Humana__C__-_Com_Logo.png,new,no,,,,,,Resin,,adult,,,,,,,,,,,
frostland-berserker,Frostland Berserker,"A savage warrior forged in the frozen north. This Berserker charges into battle with raw fury, dual‑wielding brutal axes and wrapped in furs, runes, and tribal markings. Sculpted with powerful anatomy, expressive rage, and a dramatic snow‑covered base, this miniature is perfect for barbarian characters, frostland champions, or centerpiece display projects. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureHighly detailed muscular anatomy with a powerful barbarian physique Dual‑wielding axes with rugged, battle‑worn design Fur cloak, tribal runes, and northern warrior aesthetic Horned helmet with a bold, imposing silhouette Roaring expression full of rage and intensity Scenic snow‑covered base with ice crystals and frozen terrain 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes32mm (standard tabletop scale) 40mm (heroic scale) 75mm (display scale) 150mm (statue size) Custom sizes are available upon request—please send a message for pricing and availability. 🎨 For RPG Gamers wanting:Barbarian characters Human berserkers Tribal warriors Frostlands champions Display painting projects 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: The Dungeon Master Shop Promotional Images: Provided by The Dungeon Master Shop 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/frostland-berserker,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/frostland-berserker/1781355954015-720X720-Barbaro_-_Humano__F__-_Com_Logo.png,10.99 USD,,,no,,frostland-berserker,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/frostland-berserker/1781355956523-720X720-Barbaro_-_Humano__C__-_Com_Logo.png,new,no,,,,,,Resin,,adult,,,,,,,,,,,
ghatanothoa-miniature-set,Ghatanothoa Miniature Set,"Unearth a relic of impossible antiquity. This handcrafted resin collection brings to life Ghatanothoa—the petrifying god‑thing sealed beneath the volcanic tombs of Mu. Known in the Cthulhu Mythos for its horrific mummifying gaze, Ghatanothoa is depicted here in towering, grotesque detail as a true centerpiece model worthy of any cosmic‑horror display. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the Miniature🜏 Ghatanothoa — The Centerpiece (120–140mm)A massive, multi‑plate print capturing the god’s writhing anatomy, layered carapace, and multi‑eyed visage. A true display piece for painters, collectors, and Mythos enthusiasts. 🜍 Temple Ruins — Pillars & Debris (27–56mm)Broken and intact pillars featuring ancient carvings, weathered stone textures, and thematic basing elements. THE PETRIFIED CHOIRDevotees frozen in eternal worship. High Oracle of Mu – 45mm Pillar‑Bound Acolyte – 53mm Living Effigy Bearer – 41mm The Chanting Twins – 35mm THE DOOMED EXPEDITIONThose who sought forbidden knowledge… and paid the price. Miskatonic Archaeologist – 32mm Occult Scholar – 42mm Occult Investigator – 46mm Photographer of Forbidden Truth – 41mm 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 🎨 For collectors who build full scenes and dramatic displays. Ghatanothoa is the commanding centerpiece, while the occultists and the doomed expedition figures provide scale, tension, and storytelling depth. Together, they form a cohesive collection that looks incredible on a shelf, in a case, or as the foundation of a large diorama. 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: NSMiniatures Promotional Images: Provided by NSMiniatures 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/ghatanothoa-miniature-set,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ghatanothoa-miniature-set/1781382368465-Cover.jpg,9.99 USD,,,no,,ghatanothoa-miniature-set,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Horror collectible""",Category: Horror,"https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ghatanothoa-miniature-set/1781382349492-Ghatanothoa2.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ghatanothoa-miniature-set/1781382349986-Ghatanothoa3.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ghatanothoa-miniature-set/1781382352037-pillar-56mm.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ghatanothoa-miniature-set/1781382351917-pillar-27mm.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ghatanothoa-miniature-set/1781382426125-petrified-choir1.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ghatanothoa-miniature-set/1781382426285-petrified-twins1.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ghatanothoa-miniature-set/1781382349094-pillar-bound.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ghatanothoa-miniature-set/1781382425572-mummy1.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ghatanothoa-miniature-set/1781382425724-mummy2.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ghatanothoa-miniature-set/1781382425845-mummy3.jpg",new,no,,,,,,Resin,,adult,,,,,,,,,,,
half-orc-fighter,Half-Orc Fighter Miniature,"Unleash raw strength at your tabletop with this Half-Orc Fighter miniature, a powerful warrior captured mid-stance and ready for battle. With a commanding pose and finely sculpted details, this model is perfect for painters, collectors, and tabletop adventurers alike. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the Miniature High-detail Half-Orc female fighter/barbarian design Dynamic pose with elevated stance on a sculpted stone base Ideal for DnD, Pathfinder, and other tabletop RPGs Perfect for hobby painting or display 🧱 Print Quality Printed in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes 32mm (standard tabletop scale) 54mm 75mm (display scale) 150mm Custom sizes are available upon request—please send a message for pricing and availability. 🎨 For Hobbyists This model is perfect for painters looking to bring a fierce character to life. The detailed musculature, cloth wraps, and armor textures make it a rewarding piece for both beginners and experienced painters. 📜 Licensing & Credits This miniature is officially licensed for physical sale. Sculpt & Design: Dungeon Master Shop Promotional Images: Provided by Dungeon Master Shop 📦 Shipping & Handling Securely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/half-orc-fighter,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/half-orc-fighter/1780610830574-720X720-Meia_Orc_-_Lutadora__F__-_Com_Logo.png,10.99 USD,,,no,,half-orc-fighter,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/half-orc-fighter/1780610831040-720X720-Meia_Orc_-_Lutadora__C__-_Com_Logo.png,new,no,,,,,,Resin,,adult,,,,,,,,,,,
heavy-combat-exorcist,Heavy Combat Exorcist,"A towering armored executioner sculpted in brutal gothic style — standing 120mm without base and 145mm fully assembled. This imposing centerpiece features layered plate armor, heavy chains, ornate detailing, and a full arsenal of weapon options. Ideal for painters, collectors, RPG bosses, and heroic‑scale tabletop display. ⚠️ Please Note: This listing is for an UNPAINTED and UNASSEMBLED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureMassive, highly detailed armored executioner Includes all weapon options shown — no missing parts, no upsells Intricate gothic armor, engravings, and chainwork Dynamic ruin‑themed scenic base included 📦 What You Receive 1x Armored Executioner body 1x Scenic ruined base Full set of weapon options(as shown in marketing images for left and right arms) All parts needed for assembly 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes120mm figure height without base 145mm full height with scenic base 🧩 Assembly This model ships unassembled and includes every weapon option so you can build it exactly the way you want — glue, magnets, custom poses, or kitbash modifications. You have full creative freedom in how you assemble and configure the final build. 🎨 Recommended UsesDisplay statue or shelf centerpiece Boss monster for RPG campaigns Wargaming proxy for knight‑scale units Painting competition piece Diorama anchor 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: EightLegsMiniatures Promotional Images: Provided by EightLegsMiniatures 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/heavy-combat-exorcist,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/heavy-combat-exorcist/1781356498869-exorcist-1.jpg,89.95 USD,,,no,,heavy-combat-exorcist,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Sci-Fi collectible""",Category: Sci-Fi,"https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/heavy-combat-exorcist/1781356504086-exorcist-2.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/heavy-combat-exorcist/1781356507007-exorcist-weapons.jpg",new,no,,,,,,Resin,,adult,,,,,,,,,,,
human-necromancer-champion,Human Necromancer Champion,"Command the battlefield with this grim and imposing Human Necromancer Champion, clad in heavy bone‑forged armor and wielding dark magic. This sculpt blends heroic presence with sinister detail—perfect for RPG villains, elite undead commanders, or centerpiece display models. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureHighly detailed human necromancer with a cold, intimidating expression Heavy armor adorned with bone plates, skull motifs, and grimdark ornamentation Large shield featuring a serpent‑and‑skull emblem Brutal dark‑fantasy hand axe with jagged, corrupted design Swirling dark magical smoke effects for added atmosphere 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes32mm (standard tabletop scale) 40mm (heroic scale) 75mm (display scale) 150mm (statue size) Custom sizes are available upon request—please send a message for pricing and availability. 🎨 Perfect ForD&D campaigns (necromancer boss, death knight, corrupted paladin) Pathfinder adventures Grimdark fantasy wargames Painters seeking a dramatic, atmospheric centerpiece 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: The Dungeon Master Shop Promotional Images: Provided by The Dungeon Master Shop 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/human-necromancer-champion,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/human-necromancer-champion/1781357877373-720X720-Humano_Necromancer__F__-_Com_Logo.png,10.99 USD,,,no,,human-necromancer-champion,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/human-necromancer-champion/1781357879461-720X720-Humano_Necromancer__C__-_Com_Logo.png,new,no,,,,,,Resin,,adult,,,,,,,,,,,
human-warrior,Human Warrior,"A battle‑hardened warrior forged for the front lines. This Human Fighter stands clad in layered steel plate, gripping a massive two‑handed greatsword with the calm discipline of a veteran soldier. Every plate, strap, and cloth fold is sculpted with crisp detail, making this miniature a striking presence on the tabletop or in a display case. Perfect for fighters, champions, mercenaries, elite guards, or heroic adventurers in any fantasy RPG setting. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureFully armored human warrior with a commanding battlefield stance Massive greatsword with realistic weight and silhouette Reinforced pauldrons, gauntlets, greaves, and layered plate armor Subtle cloth and leather elements for added depth and motion Ideal for frontline characters, elite guards, or heroic NPCs 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes32mm (standard tabletop scale) 40mm (heroic scale) 75mm (display scale) 150mm (statue size) Custom sizes are available upon request—please send a message for pricing and availability. 🎨 Perfect for:Fighter characters Knights & veteran soldiers City guards & elite wardens Mercenary captains Heroic adventurers Display painting projects 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: The Dungeon Master Shop Promotional Images: Provided by The Dungeon Master Shop 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/human-warrior,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/human-warrior/1781356257728-720X720-Humano_Guerreiro__F__-_Com_Logo.png,10.99 USD,,,no,,human-warrior,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/human-warrior/1781356259896-720X720-Humano_Guerreiro__C__-_Com_Logo.png,new,no,,,,,,Resin,,adult,,,,,,,,,,,
infernal-demons-and-dark-cultists,Infernal Demons and Dark Cultists,"Hell awaits… and this warband is ready to drag your table straight into it. This infernal collection brings together demons, cultists, and the seductive power of the succubus—each sculpt woven into a single ritual of corruption and fire. Designed as a unified encounter, these models create a complete narrative straight out of the deepest pits of the abyss. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureComplete infernal‑themed set centered around a succubus summoning ritual Multiple unique characters forming a cohesive dark narrative Highly detailed demonic and human sculpts with strong visual identity Includes melee, ranged, and support roles for balanced encounters Perfect synergy between characters for storytelling and tabletop immersion Ideal for RPG bosses, warband encounters, or display painting 🧩 Included Miniatures👹 Demon WarriorMuscular red‑skinned demon with spiked mace Black armor, horns, tail, and bone‑strewn base Perfect frontline bruiser or elite fiend 🏹 Demon ArcherAgile demon with crossbow Horned, tailed, and adorned with infernal details Excellent ranged threat or ambusher 🔥 SuccubusWinged demoness with horns, tail, and flame‑wreathed base Elegant, dangerous, and central to the ritual theme Ideal boss or centerpiece display model 🧙‍♂️ Summoner CultistHooded cultist with horned mask and dark crystal staff Perfect ritual leader or spellcasting support unit 🛡 Shield CultistCloaked cultist with heavy wooden shield and mace Defensive frontline minion or bodyguard for the summoner 🔗 Man Catcher CultistHooded cultist wielding a spiked man‑catcher polearm Great for capturing PCs, restraining enemies, or adding narrative tension 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available SizesStandard 32mm scale (compatible with tabletop RPGs) Large display sizes available upon request Custom sizes are available upon request—please send a message for pricing and availability. 🎨 Perfect ForD&D, Pathfinder, and dark‑fantasy RPGs Infernal warbands and skirmish games Narrative encounters and boss fights Painters who enjoy skin tones, OSL, fire effects, and demonic textures Display dioramas and ritual scenes 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: The Dungeon Master Shop Promotional Images: Provided by The Dungeon Master Shop 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/infernal-demons-and-dark-cultists,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/infernal-demons-and-dark-cultists/1781359793768-thumbnail.jpg,10.99 USD,,,no,,infernal-demons-and-dark-cultists,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,"https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/infernal-demons-and-dark-cultists/1781359799685-720X720-succubo__F__-_edited.PNG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/infernal-demons-and-dark-cultists/1781359800870-720X720-demonio__F__-_Sem_Censura_-_Com_Logo_-_Com_Censura_-_edited.PNG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/infernal-demons-and-dark-cultists/1781359800724-720X720-demonio__C__-_Com_Logo_-_edited.PNG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/infernal-demons-and-dark-cultists/1781359801933-720X720-Demonio_Arqueiro__F__-_Com_Logo_-_Com_Censura_-_edited.PNG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/infernal-demons-and-dark-cultists/1781359801421-720X720-Demonio_Arqueiro__C__-_Com_Logo_-_edited.PNG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/infernal-demons-and-dark-cultists/1781359876363-720X720-Mestre_Cultista__F__-_Com_Logo_-_Efeito_-_edited.PNG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/infernal-demons-and-dark-cultists/1781359800110-720X720-Cultista__F__-_Com_Logo_-_edited.PNG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/infernal-demons-and-dark-cultists/1781359800564-720X720-Cultista_Escudo__F__-_Com_Logo_-_edited.PNG",new,no,,,,,,Resin,,adult,,,,,,,,,,,
ithaqua-wind-walker,Ithaqua Wind-Walker,"A towering 170mm effigy of the Lord of the Frozen Wastes, sculpted by NS Miniatures. Ithaqua stands gaunt and terrible, a skeletal wanderer of the endless night — a being spoken of only in shuddered fragments by those who dwell too near the polar desolation. Legends claim the Wind‑Walker moves with the blizzard itself, a solitary titan whose arrival is heralded not by sound, but by the sudden absence of all warmth and hope. This miniature captures that myth in resin: a figure that feels less crafted and more unearthed. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ❄️ About the Miniature170mm from base to crown Emaciated, corpse‑like anatomy stretched to inhuman proportions Horned, hollow visage reminiscent of a frozen death‑mask Wind‑torn, tattered forms that suggest motion even in stillness Every line of the sculpt evokes the ancient terror of the North — the sense that something vast, patient, and merciless watches from beyond the veil of the storm. 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes170mm (native display scale) Custom sizes are available upon request—please send a message for pricing and availability. 🎨 Perfect For PaintersIdeal for atmospheric, narrative painting styles: Frostbitten bone Ethereal glazes Snow‑laden textures High‑contrast lighting to mimic moonlit storms 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: NS Miniatures Promotional Images: Provided by NS Miniatures 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/ithaqua-wind-walker,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ithaqua-wind-walker/1781360929437-720X720-06.jpg,109.99 USD,,,no,,ithaqua-wind-walker,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Horror collectible""",Category: Horror,"https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ithaqua-wind-walker/1781360931526-720X720-05.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ithaqua-wind-walker/1781360930131-720X720-01.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ithaqua-wind-walker/1781360930022-720X720-Size.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ithaqua-wind-walker/1781360930237-720X720-02.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ithaqua-wind-walker/1781360930686-720X720-03.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/ithaqua-wind-walker/1781360929924-720X720-Parts.jpg",new,no,,,,,,Resin,,adult,,,,,,,,,,,
lich-king,Lich King,"Command the dead and bend arcane power to your will with this Lich miniature — an undead sorcerer sculpted with dramatic robes, skeletal detail, and a commanding pose perfect for tabletop villains, display painting, or centerpiece encounters. Whether you’re building a climactic boss fight or adding a sinister figure to your display shelf, this Lich delivers presence, texture, and atmosphere. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the Miniature Undead sorcerer with skeletal features and ornate robes Arcane staff, spellcasting pose, or energy effects (varies by sculpt) Layered cloth, bone, and magical motifs ideal for painters Perfect villain, necromancer, or boss encounter for DnD & Pathfinder Works as a display piece for collectors and hobbyists 🧱 Print Quality Printed in high‑resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes 32mm (standard tabletop scale) 40mm (heroic scale) 75mm (display scale) 150mm (statue size) Custom sizes are available upon request — please send a message for pricing and availability. 🎨 For Hobbyists This model is a painter’s delight — flowing robes, skeletal anatomy, arcane textures, and magical effects offer endless opportunities for contrast, OSL, and dramatic color schemes. Great for both beginners and advanced painters. 📜 Licensing & Credits This miniature is officially licensed for physical sale. Sculpt & Design: Dungeon Master Shop Promotional Images: Provided by Dungeon Master Shop 📦 Shipping & Handling Securely packaged to prevent damage Fast shipping",in_stock,,,https://emperiumforgeworks.com/shop/lich-king,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/lich-king/1781560711873-Lich__F__-_Com_Logo.png,10.99 USD,,,no,,lich-king,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/lich-king/1781560711287-Lich__C__-_Com_Logo.png,new,no,,,,,,Resin,,adult,,,,,,,,,,,
